NAME	delta	alpha	gamma	ductal	acinar	beta	PSC	endothelial	mast
MARK2	2.13348763788494	1	13.3793061056723	27.7565024923592	2.02621242813493	1	1	118.576290375744	1
MARK3	1	1	1	1	264.900964407232	1	7.44705554438836	1	1
MASP2	1.69671814827155	1	1	1	1.89392532697337	12.8440892905643	1	115.146056973147	1
MAST3	22.5966196061289	1	1	27.7565024923592	1	464.409165588699	1	1	1
MAT1A	1.77872219599391	141.492346586633	1	1	1.85699271291315	1	1	1	1
MAT2A	1	1	47.1973350041364	1	15.6594573492292	40.4428904447207	6.30728942293039	1	222.519634684206
MAT2B	1	1	5.69004314536108	1007.8017558065	1.87579298234742	1	1	67.6233577713485	1
MATR3	608.338205309098	62.2025498931751	117.476602169227	81.6247355140697	2.07956092476531	41.257378502098	1	1	1
MAU2	26.380842792666	1	1	688.504796632126	1	1	1	1	1
MAVS	1	1	1	41.3626172641749	1	1	283.119247526842	1	1
MAZ	5.40026815236344	1	1	1	2.07956092476531	419.616409279917	88.7228793776784	1	1
MBD1	67.8368345406018	1	1	1	1	13.8123399406578	1	1	1
MBD2	1.80894672454495	5.69004314536108	1	439.09126903563	1	1	37.1862146761693	1	1
MBD4	419.42608598874	26.4407367503284	6.0719303069563	141.492346586633	1	136.585879809745	1	1	1
MBNL1	2.88516334895127	1	470.75542773007	1	30.8522636982101	1	1	1	297.043371894438
MBP	1	160.948706894584	1	1	1	1	1	1	956.623317084349
MBTPS1	247.079802922031	1	1	200.252134490253	1.77872219599391	1	30.5881646093384	1	1
MCCC1	5.40026815236344	1	1	1	436.954207066365	1	1	1	1
MCFD2	13.8123399406578	13.8746877116554	1	1	7.4902757744844	88.7228793776784	25.873370311366	1	280.142279576416
MCL1	37.4518299889154	1	1	1	342.691783259171	1	1	1	1
MCM3	1.29412880243573	1	1	1	67.8368345406018	1	1	81.4443784449922	1
MCM7	1	315.124326572166	1	1	1	16.2293827209802	614.663213853498	1	1
MCM9	1	181.4223863495	1	486.36619898692	1	1	1	1	1
MCOLN1	37.4518299889154	23.5336202962478	122.81223456886	1	1	196.113738716261	1	1	1
MCOLN3	1	1	142.259606249334	1	36.0224445533026	1	1	1	1
MCRS1	5.21959094160591	227.930712226793	1	1	11.461094137156	28.6243890792203	1	1	1
MCTP2	1	1	1	1	2.01205092861927	1	1	1	118.576290375744
MCTS1	1	12.8440892905643	1	1	2.88516334895127	34.0402936522754	1	225.852438445892	1
MDC1	13.079658025263	1	1	522.166737672825	1	1	1	1	1
MDK	1.89392532697337	7.4353472902976	1	1	1	1	913.206479637095	1	1
MDM4	25.2018101086914	74.6507111230795	1	1	1	37.0233358660027	514.271991889957	1	1
MDN1	1	1	1	1	16.2293827209802	1	1	1	234.249119168781
ME1	1	1	122.81223456886	1	45.1369146053964	62.7890337819973	1	1	1
MEAF6	644.425268875146	15.7920358074726	325.269389758432	36.8095495483691	1	28.0219018008638	1	1	1
MECOM	1	1	1	1	6.36816306861027	1	1	256.322945462552	1
MED10	1	188.610742582664	24.1456357941498	932.558532833123	1	40.7611548951674	27.9910438424922	1	1
MED21	1	1	707.52508394604	70.5104354015836	5.35801054179812	1	1	1	1
MED28	13.079658025263	45.5602561312417	402.230294307065	27.7565024923592	1	1	1	256.322945462552	1
MED6	26.7286198790642	1	1	1352.32893267086	1	1	1	1	1
MED8	1	31.0810053147721	337.546233794366	1	1	38.0704927503846	1	451.025976772684	1
MEG3	1	1	27.2198497816919	1	1465.0202654087	699.059300308561	431.512060335074	1	1
MESDC2	26.012635173235	1	45.1369146053964	1	216.145737247323	179.667125758612	1	559.276239649042	1
MEST	2.13348763788494	1	29.6474947644227	1	198.629443660345	1	1	1	1
METAP2	36.0224445533026	1	70.4047697693823	1	1	1	1	1	1
METRN	1.30957868145004	1	1	410.345785937512	1	1	1	1	1
METTL12	1	1	1	235.645963858367	1	12.439529572962	1	1	1
METTL3	1	634.510742592466	1	1	1	28.8283668097774	1	209.956735085298	759.2631334178
METTL7A	1	1	1	1	40.1300439501802	1	1	1	364.671223599576
METTL9	729.297088354478	14.0950267062446	1	1	1.98259487912124	26.9411684976944	140.824733818116	128.491879303173	1
MFAP1	1	12.439529572962	14.0950267062446	1	1	128.535110777059	1	1	1
MFF	11.8079914014723	15.7920358074726	363.522121403535	1	2.10449169536043	1	26.4107727931744	1	1
MFSD11	81.4443784449922	1	1	1	1	27.7565024923592	5.21959094160591	1	1
MFSD5	1	1	40.8138899488164	1	254.509042541783	1	62.2328713686578	1	1
MFSD6	1	82.6616591799888	1	1	1	1	7.44705554438836	1	1
MFSD8	240.640992099735	41.9473216256062	1	1	1	1	1	1	1
MGAT1	379.478202260736	1	1	1	45.6767286586428	1	6.69864306416378	184.70127178676	1
MGAT2	1.80894672454495	1	74.6227225214853	1	1	10.7180364516208	5.69004314536108	1	1
MGEA5	1	505.60838621053	1	317.279758436289	2.93876896010994	1	42.6451165526525	1	447.580545075682
MGMT	304.435602207791	29.7174184135053	1	1	1.83746258744475	31.6716036337106	1	1	1
MGST1	1	1	1	1	1172.36751431862	1	458.23530214247	1	1
MIA3	28.25221961992	1	1	1	1	136.585879809745	1	1	260.878092116811
MICAL1	1	30.8522636982101	1	1	1	1	480.679036398131	1	1
MID2	1	181.4223863495	1	1	2.07956092476531	1	25.6125070052356	1	1
MIDN	1	1	11.0989420150932	332.366117470633	1.6696433958302	1	1	1	1
MIER1	1	1	45.1369146053964	455.359811032645	26.4407367503284	1	1	1	1
MINA	31.824171082701	1	37.8326923366447	1	310.57465817844	1	1	1	1
MINOS1	475.462394148739	5.69004314536108	158.223051783602	1	13.3793061056723	1	24.2198999528456	1	1
MIR17HG	1	1	1	27.7565024923592	1	1	1	1	184.586894201833
MIR3620	1	1	1	1	1	1	1	67.6233577713485	136.135043598677
MIR4435.1HG	1	1	6.68521432155558	187.782485244992	1	1	6.69864306416378	1	1
MIR6850	1.27704539932424	1	6.0719303069563	27.7565024923592	1.74652821587246	1	1	1	158.159918530452
MIR6869	1	1	5.69004314536108	1	1	1	1	62.6866997335106	1
MIR7.3HG	299.88689624072	1	86.4479380786063	1	1	149.828011801697	1	1	1
MIS12	1	1	158.223051783602	1	1.72228426633574	1	1	1	1
MIS18BP1	1.77872219599391	1	142.259606249334	1	35.4078428235693	1	1	317.279758436289	1
MKNK1	81.4443784449922	1	1	529.145538835355	27.5044468872743	1	1	1	1
MKNK2	1	1	27.6652703516157	27.7565024923592	493.652048830657	1	1	1	1
MKRN2	40.9160323040027	378.757176324943	1	1	1	498.801543812261	1	1	457.221399002044
MKS1	1	1	29.1951482334194	1	1	1	1	1	161.367674613117
MLEC	1	1	1	1	32.3786523419705	1	1	172.605834667826	1
MLF1	25.6125070052356	1	1	1	1	184.586894201833	1	1	1
MLIP	1.25791120468292	168.109779549909	609.49727079506	27.7565024923592	1	1	1	1	1
MLLT1	1	1	1	1	2.93876896010994	1	408.092114757844	1	1
MLLT11	1	28.8809289914735	23.0960598756139	1	1	325.421183125467	1	593.78785330782	1
MLLT4	1	22.9165356892644	37.069290925921	27.7565024923592	6.69864306416378	1	616.853969413308	196.113738716261	1
MLX	2.93876896010994	1	236.542913764803	1	1	13.8123399406578	62.7890337819973	365.769624481476	1
MLXIP	2.80662038277471	1	6.0719303069563	332.366117470633	797.792199399615	1	25.3928268706827	1	1
MLXIPL	259.504785002141	30.3671671172428	1	1	1	1	1	1	1
MMAB	74.5268364455796	44.9684065600631	1	81.6247355140697	1	24.042674718475	662.783243124159	1	1
MMGT1	1	263.081317411994	15.4667047046232	1	1	1	1	1	1
MMP14	1	1	1	27.7565024923592	1	1	155.283211485338	1	1
MMRN1	2.14501511403773	1	1	1	1	426.740797180598	1	1	1
MOAP1	136.509491996496	1	1	1	1	47.5801641390608	1	1	1
MOB4	1	1	1	213.294011653954	1	1	1	1	184.586894201833
MOCS2	222.702892058575	1	415.323002526078	1	1	1	1	1	1
MOCS3	1	1	217.716714588256	1	3.0022539234545	1	1	1	1
MORC2.AS1	1	176.720119752772	1	36.8095495483691	1	1	36.2925931962503	1	1
MORN2	1	1	544.828235956751	1	2.04002551295843	1	70.2300730035794	1	1
MORN4	1	1	1	1	1.85699271291315	65.8752198613896	1	1	1
MOV10	1	1	1	819.38155262149	2.09215931873355	1	27.3751856599277	1	1
MPC1	162.138796742892	26.4407367503284	6.0719303069563	27.7565024923592	1	1	1	1	1
MPC2	212.164294157767	942.50285694217	79.8577275241666	1	15.9808288955886	117.517819501066	1	1	447.580545075682
MPDU1	1	1	1	1	24.497751579898	1	70.2300730035794	516.571796427677	1
MPDZ	1	1	1	27.7565024923592	1	1	376.902867480945	1	1
MPHOSPH6	45.6995536313217	41.9473216256062	35.6210900137186	1	1	490.676333916	6.0719303069563	1	1
MPLKIP	37.1862146761693	1	1	1	1	1	1	392.800505025455	1
MPP1	1	1	1	1	1	140.863932189114	1	1	715.326908410661
MPP3	1	22.3026090806299	122.81223456886	1	1	14.5393263886115	1	1	1
MPPE1	2.1217325972441	1	1	1	6.0719303069563	31.2803342477458	1	1	222.519634684206
MPST	1	1	1	1	10.6924027233273	1	15.9808288955886	1	537.313763999464
MPZL1	1	26.2703760849542	10.2617726557488	1	1	1	117.96654838409	1	1
MPZL3	41.8764750258732	1	1	1	1.78748310164921	1	1	1	1
MRFAP1L1	562.427572531854	1	1	1	1	1	36.5639572714536	74.5607826984882	723.310651029
MRPL10	5.94966791227096	321.225386050286	1	1	1	1	1	1	212.164294157767
MRPL13	198.739952983651	1	1	1	1	1	3.84638052871252	379.972995716254	315.124326572166
MRPL16	121.783324436376	1	1	1	1	116.268799900911	1	1	1
MRPL18	16.3742588306442	32.3786523419705	28.0077035095025	1	613.48653829629	247.079802922031	1	1	1
MRPL19	5.40026815236344	5.94966791227096	1	1	128.491879303173	1	1	175.677697127703	1
MRPL2	1	36.0224445533026	28.3773370424799	1	269.225215762915	25.6125070052356	1	1	1
MRPL21	2.88516334895127	1	12.7080728031323	1	1	27.7565024923592	1	1	506.224549233881
MRPL22	155.376117628764	67.7465039028293	1	605.688750665412	146.468544807102	1	1	1	1
MRPL23	1	1	1	1	37.9519492655037	1	1	280.530122550285	1
MRPL27	31.824171082701	31.6716036337106	1	1	284.784864520717	140.863932189114	1	1	1
MRPL28	158.708523474531	1	36.0224445533026	1	24.0751282807603	1	6.42199946682282	1	1
MRPL3	1	28.8809289914735	277.744483850812	1	451.633034200019	1	1	1	1
MRPL33	41.8764750258732	30.3671671172428	463.039556972816	1	62.5870920550956	25.2018101086914	1	172.605834667826	1
MRPL34	83.6839125465067	1	1	1	188.472004082795	40.9160323040027	1	1	290.276386406369
MRPL35	1	1	174.184800890732	1	2.98859548155719	1	1	1	1
MRPL36	1.91144360829687	1	1	1	1	1	1	116.368830038289	1
MRPL37	72.6489541865783	88.6329213142472	1	1	395.674959268116	81.2020218498555	1	1	1
MRPL4	1	1	202.847148096728	27.7565024923592	1	31.3784943659735	1	1	1
MRPL40	12.439529572962	32.0753566219517	28.3773370424799	1	6.36816306861027	1	1	320.373389988129	1
MRPL42	1	315.124326572166	1	1	280.339658829716	1	1	1	1
MRPL43	1	1	1	27.7565024923592	74.2535009949923	31.6716036337106	1	1	334.10893356178
MRPL47	1	40.4028416242975	1	1	1.78748310164921	1	145.530770255827	1	425.595075515867
MRPL48	146.98133851368	370.744043339575	38.2993648076339	1	1	1	1	1	1
MRPL49	1	202.017404748052	1	1	1	454.845818025644	1	1	1
MRPL50	14.6044003680757	32.6302060354439	28.8283668097774	1	3.0022539234545	411.199551057285	1	1	1
MRPL55	15.0325456822097	9.78485483679192	1	1	402.576822388739	44.5670751640499	136.509491996496	1	1
MRPL57	10.6668303017879	36.5639572714536	232.377210625434	1	37.1862146761693	28.4107679928068	1	1	1
MRPS10	3.0022539234545	24.8291254598381	1	27.7565024923592	45.523150011356	1	1	508.351303119493	1
MRPS11	228.149690327453	1	26.3528392915526	1	1	1	1	1	573.282990222121
MRPS16	32.3786523419705	422.909901604471	24.1456357941498	1	283.119247526842	1	1	1	1
MRPS18A	85.6179767995873	37.4980973150142	1	1154.7894826563	1	602.496460972603	1	1	1
MRPS18B	12.1900789566587	122.896825461629	1	1	1	882.4379212243	1	1	1
MRPS24	1	1	5.28585176096819	1	1	10.3319483231059	1	1	154.849225174533
MRPS30	1.98259487912124	1	74.6227225214853	1	1	1	1	88.6594532203119	1
MRPS33	2.93876896010994	1	1	1	1	247.079802922031	2.82073783058041	1	1
MRPS35	23.3559052324408	1	1	1	256.322945462552	1	1	1	1
MRPS7	232.615643507709	62.2025498931751	236.542913764803	1	70.5644315789874	1	1	1	1
MSANTD3	3.98971630068269	1	1	1	1	1	5.41017599187318	1	198.739952983651
MSH6	3.0022539234545	208.360210199035	1	309.44623210013	1	1	12.439529572962	1	354.391696980035
MSL1	1	1	1	1	212.225327818868	1	44.2755636804153	1	1
MSN	1	1	1	81.6247355140697	1.6696433958302	1	799.239363740038	977.41789678852	250.623050512121
MSRB1	186.199731886558	1	1	1	383.573321160189	1	5.21959094160591	1	1
MSRB2	6.30728942293039	1	1	1	1	1	128.491879303173	122.81223456886	1
MST4	1	181.4223863495	1	1	30.5396476774434	1	1	1	1
MT1E	1.82950935132403	1	318.493403065291	41.3626172641749	1406.44303550277	1	2.74213766962519	1	1
MT1F	1.98259487912124	1	1	486.36619898692	563.66881320399	23.3319545129049	1	1	1
MT1X	195.188641796791	359.100665121021	829.497699712518	27.7565024923592	1664.19374146051	1	28.6243890792203	1	1
MT2A	28.25221961992	1	353.548791698879	1	1954.24890190991	13.3793061056723	1167.35385305932	1	1
MTDH	6.0719303069563	1	1	309.44623210013	2.98859548155719	1	531.076874395978	1	1
MTERFD2	1	1	32.0753566219517	1	30.5396476774434	1	1	184.70127178676	1
MTF2	1.25791120468292	11.461094137156	1	1	224.324041098066	204.76435398502	1	1	1
MTFR1L	10.035371689736	1	1	1	377.168388320068	62.3422499403468	1	1	1
MTHFD1L	1	1	1	141.492346586633	1	1	12.439529572962	1	1
MTHFD2	1.30957868145004	1	1	41.3626172641749	1	545.653764070556	1	1	1
MTHFR	1	1	70.4047697693823	1	11.8079914014723	1	1	1	1
MTIF2	13.4241547771542	171.175362101286	1	27.7565024923592	1	22.5966196061289	1	1	1
MTMR11	9.78485483679192	1	1	1	1	1	562.195819581008	1	1
MTMR7	62.7890337819973	1	1	1	1	13.1188390421162	1	1	1
MTO1	1	44.5474522989666	1	1	1	140.863932189114	1	1	1
MTPAP	395.674959268116	27.5375515060741	1	1	2.14501511403773	1	1	159.616887108851	1
MTURN	123.660982085853	28.8809289914735	1	1	1	12.2073196473068	1	1	1
MTUS1	1	36.5639572714536	1	1	202.847148096728	237.299827647335	1	1	1
MUC1	1	1	1	777.041500742778	609.946231563191	1	1	1	1
MUC13	1.85699271291315	445.987554596975	805.557090937871	317.279758436289	1	1	1	1	1
MUC20	1	1	1	500.281526644907	62.7890337819973	1	1	1	1
MUL1	1	1	1	277.684125853807	6.21948535281289	1	32.8193044414522	1	688.157625044995
MUM1	1.29412880243573	218.452318134953	24.1456357941498	1	1	365.927716364086	7.25728986582262	1	1
MVP	11.461094137156	155.511296366189	539.047090659558	1	892.21350365535	1	256.322945462552	1	1
MXI1	1	237.694542114985	1	1	1	1	30.8522636982101	1	356.75375663622
MYCBP2	22.5966196061289	1	1	1	7.4902757744844	1	604.189908779456	1	1
MYD88	1	1	1	1	1	430.979383577024	41.5627654763966	1	1
MYEOV2	232.615643507709	1	70.4047697693823	1	13.1188390421162	30.8522636982101	1	1	1
MYH9	2.04002551295843	30.0688636561728	142.259606249334	1249.61002638035	36.0224445533026	1	2758.70701667544	1	1
MYNN	1	1	1	1985.47280545201	1	10.3319483231059	1	1	1
MYO10	2.02621242813493	1	1	200.252134490253	28.4998873075657	1	32.0985085504067	1	389.064608540161
MYO15B	1	1	1	1	2.06668270487119	1	1	1	170.390023695197
MYO1C	1	1	86.4479380786063	200.252134490253	1.91144360829687	1	2.93876896010994	1	1
MYO1D	552.255213838477	14.0950267062446	1	1	89.5474101256044	15.0132027107676	221.258151302264	1	1
MYO3A	11.0989420150932	82.6616591799888	1	1	1	1	1	1	1
MYRF	37.1862146761693	1	6.88942500095832	141.492346586633	1	1	1	1	1
MYSM1	22.5966196061289	1	368.239598001438	1	1	1	1	1	1
NAA35	1	1	1	1	1	128.535110777059	14.5393263886115	1	1
NAA50	1	1	269.793695214157	1	6.69864306416378	260.604156524068	622.222801097614	1	1
NAA60	40.7144889407375	1	1	1	67.6233577713485	1	234.799155841983	1	345.140623335956
NADK2	1	1	1	1	2.93876896010994	682.120336456513	1	1	1
NADSYN1	1.77872219599391	1	1	1	1	1	318.598208534983	663.553343879152	1
NAGK	36.2925931962503	31.2803342477458	1	994.810828861223	2.00595458073476	11.461094137156	41.2939595032306	1	1
NAMPT	3.84638052871252	1	15.1086827334324	235.645963858367	1	1	1	1	1
NANS	1	1	40.4028416242975	1	309.44623210013	1	1	1	1
NAP1L4	47.6653620253396	1	349.224838359345	123.660982085853	3.84638052871252	870.039380048878	1	1	1
NAPA	1813.73382464708	1511.16735900434	993.091758592681	1	368.405036550118	1137.01803083317	1	1	1
NARFL	1	1	182.935155866424	1	27.8285149763047	1	1	1	1
NARS2	1	1	1	1	1	36.0224445533026	383.441647481237	1	1
NASP	325.269389758432	1	1	262.713296822847	1	1	42.6451165526525	1	1
NAT9	1	1	1	1	1	184.586894201833	3.97263006583609	1	1
NAV1	531.076874395978	9.78485483679192	1	1	44.5474522989666	1	1	1	1
NBAS	2.04002551295843	1	1	1	129.252779699364	1	70.6180178825896	1	1
NBR1	1	1	1	1	38.2993648076339	703.948316030648	1	1	1
NCBP2	1	249.955666664698	1	858.456978683118	1	1	23.5336202962478	1	455.874384871218
NCDN	2.10449169536043	1	1	1	1	1	1	252.828710184943	1
NCKAP1	31.3273395271473	1	263.430780147104	1	1	1	2.82073783058041	1	1
NCKIPSD	72.6489541865783	1	162.0956244005	1	1	1	1	1	1
NCL	1	42.2593635195779	1	44.8206494897175	275.043790024917	77.3035726413021	7.44705554438836	1	1
NCOA4	47.1506205486241	25.0911319775695	225.852438445892	1	2.05350967128047	1	1	712.115529206694	1
NCOR2	1	1	24.5659039198256	170.971852939914	6.57389745601257	1	2.93876896010994	1	1
NCSTN	2.09215931873355	1	552.255213838477	44.8206494897175	45.323182966287	297.043371894438	1	1	1
NDEL1	1.77872219599391	35.6210900137186	1	1	1	77.3035726413021	1	1	1
NDFIP1	411.687394287606	41.7621119869275	613.236739624404	1	27.1649354117453	166.364171555966	1	1	1
NDFIP2	2.13348763788494	1	1	1	314.36653679009	1	1	1	1
NDRG1	1	1	1	70.5104354015836	458.23530214247	1	41.9930424204702	1	1
NDRG2	1	337.323911933146	1	1	1	1	651.474093845494	1	374.765166174251
NDRG3	1	1	1	1	11.461094137156	1	1	136.54768056149	1
NDRG4	1	1	187.911722775659	27.7565024923592	1	1	1	1	1
NDUFA10	612.841599126443	254.509042541783	1	44.8206494897175	248.943040588346	140.863932189114	1	1	1
NDUFA9	1	297.043371894438	29.1951482334194	1	47.4705295648922	1	1	486.777804552621	1
NDUFAF1	1	1	1	1	23.7661056389817	1	1	1	191.793190654226
NDUFAF2	1	1	1	410.345785937512	1	13.1188390421162	1	1	1
NDUFAF3	275.454312547584	38.3687610505675	1	1	2.1217325972441	311.559847691929	353.896217076374	1	1
NDUFB5	472.250301433542	29.4661429608147	31.6881494995057	44.8206494897175	6.21948535281289	35.8619419309138	1	1	1
NDUFS1	1.6696433958302	1	415.323002526078	1	2.1217325972441	1	25.0634392489032	1	1
NDUFS2	1.89392532697337	1	23.5928939533336	1	1	324.345259158562	13.3793061056723	1	1
NDUFS4	7.08342262315415	149.828011801697	1	44.8206494897175	5.88214078326974	1	22.9165356892644	323.697336873136	1
NDUFS6	2.00595458073476	25.6125070052356	42.3800855077632	1	2.04002551295843	77.3035726413021	1	277.355337495245	372.55243022928
NDUFS7	550.464069377794	770.509925007536	217.716714588256	27.7565024923592	123.660982085853	1	1	1	1
NDUFV3	2.74520976802821	15.4667047046232	263.430780147104	1	1	26.0405440761907	1	201.213952126226	1
NEBL	265.373279988341	213.011080961169	1	1	1	1	5.28585176096819	1	1
NECAP1	1	1	22.5966196061289	1	1	269.793695214157	1	1	1
NEDD8	309.178376355172	1	22.5966196061289	27.7565024923592	1.6696433958302	1	175.970150576765	1	1
NEIL2	117.559051294239	1	349.224838359345	1	7.08342262315415	1	1	1	1
NEK1	461.07025522654	1	1	27.7565024923592	1.85699271291315	1	15.5577720448295	1	1
NEK6	41.5627654763966	1	1	187.782485244992	276.741354358773	1	1	1	1
NEK9	468.316528334606	1	25.0634392489032	1	6.95052767156611	1	1	1	668.935193646683
NELFCD	1	28.8809289914735	28.0077035095025	1	388.177382519507	1	1	1	1
NELFE	1	381.952889445034	62.7290253619473	1	44.2755636804153	1	1	657.841221223464	1
NEMF	286.603182301497	40.7611548951674	1	439.09126903563	23.4590177046215	1	11.461094137156	1	1
NEUROD1	1087.68303981019	1196.74740678145	334.043952294734	36.8095495483691	1	1	1	1	1
NF2	176.171002225773	227.930712226793	28.8283668097774	1	1	1	1	1	1
NFATC3	265.373279988341	5.40026815236344	15.4667047046232	1	258.769183540083	1	1	1	193.334786708591
NFE2L2	259.504785002141	1	30.1239085702716	1	1	325.421183125467	2.74213766962519	1	1
NFIA	1	1	10.2617726557488	1	7.08342262315415	1	1	483.82884153643	1
NFIB	10.6668303017879	1	1	1	327.499320081406	1	1	1154.7894826563	1
NFIC	1.74652821587246	1	12.7080728031323	27.7565024923592	297.792534701275	15.2306879662062	196.505296040685	1	1
NFKB1	1	1	1	1	1	1	5.69004314536108	1	567.004666584161
NFKBIA	1	36.9880027186466	1	277.684125853807	337.400364708859	1	312.326921559613	1	572.146034496701
NFKBIZ	1.80894672454495	1	1	1	489.802854689598	1	1	1	1
NFRKB	1	1	1	27.7565024923592	1	1	367.840164455907	1	1
NFX1	1	432.216172448794	1	1	2.75625544539085	389.064608540161	1	1	1
NHLRC2	12.1900789566587	1	1	657.841221223464	1	1	1	1	1
NHP2	2.10449169536043	62.5870920550956	1	1	152.913899082335	35.5489849572955	28.6243890792203	1	340.535706767222
NHP2L1	437.433888064505	1	495.118465619642	1	1.83746258744475	85.7075097113957	1	1	1
NICN1	1	31.0810053147721	158.223051783602	1	1	1	1	1	1
NID1	1	1	1	27.7565024923592	1	1	734.471475992162	1	1
NIFK	6.68521432155558	1	1	516.571796427677	1	1	1	1	1
NINJ1	1	1	1	1	1	70.1259308989372	288.888226711137	1	1
NIPAL3	2.82073783058041	1	45.1369146053964	1	1.92839501179648	204.76435398502	1	1	1
NIPBL	1	1	1	200.252134490253	1	25.6125070052356	399.507038545576	1	1
NIPSNAP3A	6.30728942293039	308.177740218455	370.917874359465	1	1	36.7868859460568	28.4107679928068	1	1
NISCH	516.571796427677	1	1	170.971852939914	2.04002551295843	1	1	1	1
NKIRAS2	1	1	517.585628919023	27.7565024923592	36.2925931962503	1	1	1	1
NKTR	7.08342262315415	1	1	27.7565024923592	1	1	1	1	214.44054814689
NKX3.1	1	1	1	36.8095495483691	1	1	1	1	128.856609193765
NLRX1	85.6179767995873	337.323911933146	1	1	28.25221961992	1	1	1	1
NME1	1	28.3488473290901	1	1	29.4994442609647	1	15.0325456822097	158.223051783602	1
NME2	1.89392532697337	5.21959094160591	1	1	1	14.5393263886115	1	79.9668532742834	1
NMRAL1	11.0989420150932	1	26.7728846301167	1	81.5166874795063	633.747612576534	1	1	1
NMRK1	1	416.153041814462	1	1	24.8675979694282	1	40.1300439501802	1	1
NMT1	2.00595458073476	25.6125070052356	40.8138899488164	1	394.674351921255	1	519.739017886653	149.828011801697	1
NNT	1	41.9473216256062	187.911722775659	1	1	1	3.97263006583609	1	1
NOA1	44.5867066728786	1	1	1	2.1217325972441	1	1	1	1
NOL12	45.6995536313217	1	1	1	79.798346560733	1	1	1	1
NOL4	449.866188177749	1	45.5602561312417	1	1	1	1	1	1
NOL4L	537.313763999464	11.8733070288323	24.5659039198256	1	2.13348763788494	14.1145447017043	11.461094137156	128.491879303173	1
NOL6	1	272.44855916861	1	1	10.2617726557488	1	1	1	1
NOL7	25.2018101086914	1	14.4314533493092	1	26.4407367503284	10.7180364516208	3.0022539234545	1	401.343256454612
NOP16	24.8675979694282	1	1	1	16.2293827209802	10.7180364516208	3.97263006583609	370.57029378576	483.659897683852
NOP2	1	81.2020218498555	1	1	1	276.323938093455	1	1	1
NOP56	1.87579298234742	1	1	1	1.74652821587246	184.586894201833	37.8326923366447	1	1
NOP58	10.6668303017879	1	37.8326923366447	419.42608598874	1	28.4107679928068	1	1	225.852438445892
NOSIP	162.138796742892	1	1	1	14.5393263886115	1	2.82073783058041	136.54768056149	1
NOVA1	2.14501511403773	1	1	1	1	1	1	1	149.778874579484
NPAT	1	1	1	1	1	553.469029258453	12.439529572962	1	1
NPC1	1	1	1	1	1	1	13.3793061056723	629.743804617502	1
NPEPPS	361.851792597001	224.915037828558	44.6654485495628	1	1	62.7890337819973	1	1	1
NPL	1	1	1	27.7565024923592	1	88.7228793776784	1	1	1
NPLOC4	2.82073783058041	1	1	1	82.7216527704153	12.439529572962	1	1	1
NPNT	2.14501511403773	725.006433999574	7.08342262315415	1	1	1	1	1	1
NPRL2	198.739952983651	117.395125402059	1	1	14.8873966220666	1	13.6722168627836	1	1
NPTN	533.524043604104	762.801299503242	597.517592623644	1	13.1188390421162	88.7228793776784	6.88942500095832	1	1
NPTN.IT1	1	1	1	1	1	44.8206494897175	1	1	1007.8017558065
NPTX2	28.25221961992	41.9473216256062	1	41.3626172641749	1	381.952889445034	1	1	1
NR0B1	1	149.828011801697	1	1	1	26.3034274945029	1	1	1
NR2C1	1	1	1	1	31.5878099835789	378.757176324943	1	1	1
NR2F2	1	1	1	424.242592122924	1	1	86.095726567407	1	1
NR3C1	1	1	1	27.7565024923592	1	1	1	67.6233577713485	1
NR4A1	1	1	1	1	70.5644315789874	1	134.792059501243	1	1
NRBF2	1	1	1	1	1	28.25221961992	1	224.324041098066	1
NRBP1	1	1	1	1	377.168388320068	311.559847691929	24.7907124708337	1	1
NRD1	651.474093845494	12.8440892905643	1	1	232.615643507709	26.9411684976944	1	1	1
NRIP1	1	1	1	1	1	27.1649354117453	1	1	237.299827647335
NRP1	7.08342262315415	9.78485483679192	318.493403065291	1	1	1	1	988.889082655143	1
NRSN2	13.079658025263	30.3671671172428	475.994637622371	1	1	653.401618706843	1	1	1
NSFL1C	2.07956092476531	41.1860531244772	507.800894632236	1	30.2334060325089	120.938083107152	364.671223599576	1	1
NSG1	15.4190176133942	1	1	1	1	1	1	1	494.463327242647
NSL1	1	31.2803342477458	1	1203.63167672775	1	1	1	1	1
NSMCE1	1	36.5639572714536	15.8487172190994	1	1.98259487912124	38.2993648076339	1	1	441.569103620789
NSMCE4A	1	1	13.6722168627836	157.892986832175	1.72228426633574	1	28.25221961992	1	579.84667808477
NSRP1	1	14.0950267062446	384.127829402943	374.032576600822	63.1416970212685	1	1	1	1
NSUN5P1	1	3.98971630068269	1	141.492346586633	1	1	1	1	1
NT5DC2	1.27704539932424	1	1	1	1	297.043371894438	1	1	1
NTMT1	1	1	29.1951482334194	1	1	1	1	294.462283699937	1
NTPCR	189.596122431383	6.57389745601257	31.2803342477458	1	1	1	1	1	1
NUBP2	31.3273395271473	13.8746877116554	1	1	1	122.777000564972	1	1	1
NUCB2	195.188641796791	1845.24014514375	636.807841793959	1	623.376080297321	11.461094137156	1	1	1
NUDCD3	326.305145215713	1	1	27.7565024923592	1	1	1	1	1
NUDT12	2.02621242813493	1	72.6489541865783	1	1	1	1	1	1
NUDT14	1	6.57389745601257	26.7728846301167	1	1	1	1	374.765166174251	1
